x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
374.8774998821,-433.852633927,238.7821059674,210.8607757837,-62.9358408041,237.327025272,-244.6804838255,-344.8896571063,439.5342287608,251.7901347019,-163.2001819089,94.545292668,22.7385247126,166.3889358751,498.8504685462,179.8326722346,447.7275675163,-42.7653370425,242.9839046672,-169.5084436797,71.5896622278,207.4575354345,-261.1964154057,71.8481447548,-448.2266311534,-344.9893896468,-236.6705806926,277.5523602031,-177.4759809487,161.1907198094,132.4330107309,-198.3836963773,-234.7826524638,7.9621169716,-180.6960827671,40.9394321032
69.0395915881,348.4202739783,-100.4486074671,-239.742572885,-353.4204415046,62.6407796517,-196.4119905606,-96.3229760528,99.7446402907,408.1740598194,181.4304925501,302.2936228663,-351.0742075741,495.7944666967,-182.3904355988,-436.0486231744,330.790807493,-398.891962599,-177.2146103904,-445.9543046542,-153.9978994988,-242.6941683516,39.1145283356,397.8819558397,202.0388245583,-333.4701550193,367.1058933251,-51.2440996245,-259.5788761973,257.8296326101,342.6412083209,-229.2051566765,-251.0661422275,331.3495302573,-8.4384595975,174.8133911751
88.6707613245,289.490187075,461.5803477354,-219.0880849957,-213.4423251264,-325.1561564393,100.4800922237,-231.0852962546,149.4279531762,435.6141146272,366.4318621159,-379.6866377816,-393.3202531189,466.5066655725,-422.464158386,-355.1093866117,-323.4596494585,-386.3270678557,0.9714378975,326.9606642425,227.8903955594,153.8838627748,326.0867735371,-459.5906967297,-340.839620214,-491.4956903085,431.9330509752,498.7950334325,248.1347173452,400.2002761699,166.0486329347,-220.6210540608,21.9465871342,-143.7059515156,-265.9243340604,-390.2807212435
-448.0810803361,101.2831968255,266.693752259,321.9002173282,176.9590675831,151.054166723,-232.6147905551,443.2172328234,152.039444074,326.9416550174,-91.5976502001,-481.7037172616,5.6241280399,-475.2760757692,34.9947400391,156.6000240855,-23.3900565654,-116.6769647971,10.2556552738,366.8021797203,-155.7586579584,164.2383877188,354.5875879936,-446.4019034058,323.2098780572,188.4269504808,-108.2378816791,-154.074314516,472.9986358434,-311.9197650813,-435.4902487248,-284.6098132432,-437.1294919401,164.6294537932,-72.7648967877,40.3830325231
-282.3681551963,238.4173185565,79.8787572421,-477.722493466,-81.9475087337,-291.7760158889,120.5025846139,286.9444610551,-324.4368880987,189.2230985686,272.6230365224,-24.6191211045,226.4353171922,-301.6182649881,-298.1781018898,-479.3568821624,448.8816577941,354.0299716406,181.7400464788,-495.0334951282,-27.9525802471,200.9874815121,-3.3927396871,-21.7720349319,77.4126416072,74.2720114067,289.7002068348,-8.617546875,164.893516805,365.34214532,305.4431658238,-416.7056954466,427.3772807792,-70.034686476,-72.9722371325,-444.386143703
202.0832183771,412.6567579806,-477.8614775278,-417.852635961,150.7480456494,-377.5916779414,-183.3302029409,-230.7183486409,316.7164986953,54.1999638081,-61.2039407715,345.3708868474,-351.4981400222,370.7618094049,393.737483304,-454.1111150756,-245.5107173882,-298.6251525581,7.0625320077,-300.0205783173,-445.8582145162,460.9890496358,-157.0352497511,-291.4398820139,-230.0953762606,-212.9866993055,332.5470187701,117.7509850822,40.8111116849,-87.6416796818,6.2928143889,-236.66460393,378.0038096011,110.0348364562,355.5010929704,-93.1237516925
-130.8915112168,106.373868417,-174.388770014,47.9449220002,-189.6916548722,-147.6410077885,-402.4151433259,-391.3131151348,200.4747791216,379.6181781217,242.7265760489,-494.4305336103,106.0216552578,-94.0353395417,-451.948500704,101.5490433201,-265.224210918,376.6889390536,11.0055343248,-29.9806040712,115.9910541028,461.6511259228,-29.5190894976,-127.3335046135,-94.2091224715,-372.7182028815,-274.8348335736,-149.0461085923,-17.9443643428,409.072262235,277.51849778,253.3982726745,-135.2252629586,269.008310046,222.6729621179,464.4799716771
-485.1084752008,-218.1425839663,-322.4065150134,313.7035588734,415.720352903,11.9784073904,321.0970172659,-322.424386628,13.3353332058,126.9492064603,-364.6821156144,-212.3160725459,-396.2290282361,-421.2767523713,-398.3764890581,486.3491947763,70.9243239835,25.1176585443,152.4912640452,-79.3200852349,-132.6692514122,227.8943904676,221.0262846202,-211.2287459895,-121.5315856971,418.6421507038,118.6340684071,-117.207440082,94.5575376973,228.5407306626,84.065948613,-103.5970905796,-156.2982685864,95.0025580823,-292.0016534626,328.2118807547
257.0863254368,-150.1224581152,-108.1508044153,309.4332576729,-355.2319561131,-383.4852604195,-236.770959571,-409.5154497772,273.8363016397,366.7277139612,-407.304671593,430.3852613084,485.0940913893,-23.598310072,383.2063484006,-450.8955194615,-200.9952049702,-126.4075948857,467.5556798466,208.318753168,213.2900375873,-234.3326881528,-429.4877047651,-399.8534344137,-336.6714068688,-436.3339664415,-464.9734832346,190.6675491482,-450.4960607737,-487.2930366546,65.9330454655,136.6995675489,-490.3632220812,465.3265560046,-256.5656760708,-99.3158160709
-200.9175675921,178.4438197501,105.283849407,-494.33827959,-343.4650250711,383.3248554729,-459.1471538879,113.7849255465,383.248463273,256.9291424006,208.1022509374,-425.4629537463,244.1369686276,210.0375471637,101.0607364587,-472.1976337023,-225.6294172257,-153.6131654866,223.5303772613,-124.943706207,71.1327143945,-472.4647020921,285.7521530241,-363.5579748079,-318.8815289177,-441.8551023118,-258.7040998042,-39.8035203107,22.2377399914,-250.2998774871,209.9610278383,-184.9995655939,-287.6964714378,-314.5937938243,-377.8913542628,-219.9901398271
-374.2778832093,-488.3821145631,-238.1993718445,-416.8405421078,161.0094443895,85.7370272279,-17.7787970752,191.7613316327,-67.2938348725,-7.479316555,295.1305150054,258.5719190538,-181.7505261861,318.9088809304,-98.4317939728,-343.1581589393,-459.1760658659,-372.1386888064,465.0582303293,233.6846971884,-461.2886118703,122.300599236,-493.8237695023,303.9060221054,-251.4801835641,372.5567823276,-438.1525912322,-30.6003559381,-300.1785776578,-101.353130769,-442.0657143928,201.5386531129,260.1483594626,313.4834370576,-283.8670066558,47.220827546
-359.547152184,91.0143433139,-321.927298326,367.8984274156,268.8763667829,5.102538038,-241.6392415762,-230.7311492041,101.5774342231,211.9416962378,104.0942398831,-488.105556462,409.9126365036,401.688836515,184.2823633924,233.6868913844,-424.410759937,-71.6416700743,-81.5455866978,463.3276453242,147.7425023913,108.2427604124,236.0790111125,-220.054472331,-455.5142754689,171.5725422837,-380.2765822038,-308.5161624476,-231.1407588422,217.2682425007,-372.6426768117,-5.4681771435,96.3506195694,364.8677701131,332.6190584339,328.5216148943
462.7880118787,78.1231806614,16.3018996827,-13.9679918066,239.9655105546,100.3416823223,442.6594893448,-221.9552043825,-401.1178812943,411.7698594928,-383.9643690735,-289.1501104459,254.0953853168,-418.8530794345,336.2945793197,103.001170326,140.6743885018,314.4525634125,4.2396476492,255.7619865984,-408.2853263244,-51.478816662,-204.4681278057,-495.8217181265,-275.6165200844,-286.8513031863,-109.8509836011,-265.478329733,105.714012403,-264.5888016559,56.0124111362,400.5983169191,-144.0804931335,439.1546901315,-127.1156091243,-432.0396338589
-290.1257355697,-143.2360783219,-368.7655646354,157.1561996825,324.253206607,-276.3501061127,383.7683144957,-5.9313545935,311.7272136733,199.2865595967,409.2126134783,-363.5981543921,5.8201993816,-179.905035533,336.0703014769,333.5634646937,201.1576308869,-143.6921968125,-34.7490389831,-27.0945485681,-378.0740834773,-291.1200481467,145.35243297,-61.6540233605,-219.1671887413,457.0610229857,-175.3791887313,401.9775330089,36.4043395966,-152.2602015175,-37.2041831724,-290.7029571943,155.4000731558,-190.9653418697,445.5016134307,-454.3756707571
308.1019413657,269.3348582834,-289.0308098868,259.1798841022,36.3180469722,397.4196580239,432.1994301863,-24.1695633158,-217.8469249047,-353.2646656968,-319.2352172919,-386.2956096418,-470.3103601933,493.7764639035,-98.9633966237,-277.8039164841,-50.4226097837,-452.7991162613,-194.7466344573,-106.6829343326,-20.0742506422,-387.9267876036,114.4816223532,92.6316990517,-139.0293999575,332.877738867,-323.8363447599,282.5549985282,-98.1336119585,-331.6130409949,-420.3786826693,-304.5189990662,-50.8157759905,-60.7435568236,83.0439035781,-281.1080003157
417.8404062986,-356.2841555104,-67.8005381487,476.3587163761,160.9537745826,150.0945822336,-360.3513124399,-424.5070843026,309.4347165897,-330.7119412348,-275.59500793,74.7034773231,-458.6521335877,433.5911138915,365.8584798686,-16.52207179,313.5432098061,-279.2664221488,369.244672358,-104.7848756425,-119.4018307142,213.434164878,188.0146875046,-37.141725421,-240.9755275585,-75.6896482781,-115.915288683,-188.2538897917,16.8767110445,-353.1134305522,222.5738586858,-201.1514129117,248.2055313885,-409.6280974336,380.5671404116,191.9357888401
-135.1915500127,-164.3782081082,295.4589510337,-221.403751988,-132.8574814834,64.3115821294,-115.2347340249,249.8282552697,-136.5078142844,-286.8318334222,217.3773413524,460.9817238525,-280.159690883,356.0770493932,-413.0241484381,303.13788075,-161.6319492459,451.8316714093,-65.0911745615,12.6325478777,315.2361926623,174.6964547783,123.3207392506,-348.3305363916,-391.3239464164,18.4334302321,-189.3340316601,-137.0676802471,303.5009265877,-59.920551721,-84.7093309276,290.2783500031,-291.7653135955,300.3760292195,419.9293553829,-247.316879686
345.205095131,-137.9595194012,314.3602572382,452.8497746214,46.1695194244,-28.8827591576,-432.5294741429,477.1286072209,100.5092095584,258.2897469401,75.7827572525,-319.1943517886,300.530903507,22.9015075602,-94.3583440967,119.3139413372,309.4169003889,369.8511705734,88.63063436,-384.9237044342,-412.6995247789,-240.9122753888,-12.6104326919,56.4615619369,-50.5241719075,-159.7537309863,19.0459764563,105.7303622365,10.2028492838,479.291905649,459.0659067035,-479.2985287495,429.6274688095,-251.1244434863,351.4802725986,328.9482276887
-367.1307489276,-366.4961862378,298.5989460722,-447.507115081,-252.0827548578,245.1410442591,85.5366936885,-384.7845951095,-74.6891042218,-299.7713265941,-256.6844993271,-96.3782863691,170.1441523619,-387.2260088101,-107.529188972,-243.0759803392,-377.9995501973,-38.43921097,-47.8151598945,370.6111912616,-137.7016534098,-351.6860222444,213.0252989009,316.2042074837,444.1215656698,351.1616005562,-26.9727902487,-331.6820077598,420.496897772,291.36805702,22.9405285791,-438.5320791043,-408.6530255154,-231.3991221599,-125.0440399162,384.8240617663
-261.9869695045,-214.994599577,-414.232860785,-11.6905421019,-482.9372842796,273.0632456951,373.9764471538,422.1541541629,144.8762319051,-65.1653246023,-233.6071874015,-235.9965723008,-394.3885932677,-489.0862228349,-72.1471006982,423.6819134094,-178.0740995891,108.6107245646,420.4525207169,-454.4771066867,-396.7317268252,129.8680561595,-307.5751983561,-416.3572643884,283.4580792114,79.9434375949,-390.6398033723,-483.1744227558,287.4768739566,-376.1732480489,-343.7789883465,106.54408345,-313.5847090743,-418.2039536536,246.1515842006,69.6814982221
136.9450762868,-364.0978629701,-392.7818746306,-484.9660773762,175.1376562752,-461.4056991413,154.4148335233,250.1121480018,-365.1226633228,383.3985882811,-219.9198454618,-192.8404853679,-70.0351749547,-81.1820984818,-427.5259058923,-427.8997639194,288.66837034,-350.6935229525,-106.039094273,-199.0543631837,493.3203267865,234.7400742583,276.4338091947,23.0372119695,186.4256644622,256.1479872093,79.2269436643,-432.7533016913,-284.7409988754,358.0335862935,470.4915490001,-448.5283591785,-416.1323094741,64.2753257416,275.4041552544,-282.3565714061
433.1060801633,213.8966065831,-39.7275700234,298.7342188135,-173.9781508222,-50.7783177309,-431.1825870536,114.2599279992,366.6146900505,-306.8975391798,-26.9394833595,228.1068796292,-207.6683738269,-282.3566207662,432.2764850222,270.891063381,-133.8917226531,-318.1797647849,352.6946832426,-260.4520684108,-417.9119057953,154.5999399386,361.1956713721,-384.3445088714,321.840302553,169.9714404531,-289.9950616993,52.9996631667,-234.656829387,122.6705699228,-275.7264347747,-134.1875032522,-289.3642964773,-345.7292453386,328.5748013295,356.6924296319
-70.3284712508,-10.6129501946,-371.8500910327,315.5210162513,-38.2734821178,-262.410340365,-330.5886555463,-203.5324410535,230.2655330859,72.8202899918,-109.3816249631,-376.9676983356,303.895035293,-436.135539785,-130.0166673027,-190.1244609617,-421.8129576184,-410.3780803271,-224.3953556754,-412.7406789921,67.4088620581,-59.2509494163,169.2966092378,368.1166972965,-62.6617437229,-155.9233274311,396.6385582462,304.2554608546,-378.4631220624,170.3084483743,374.0970720537,449.4968471117,-306.4831621014,-62.5039231963,496.5662625618,-210.8173239976
-206.7621648312,-51.7020225525,44.1104685888,364.6498294547,-330.3095875308,486.7636975832,37.4730038457,-191.2201596424,162.7793065272,-168.190009892,230.5063419044,120.0941042043,421.6142147779,70.114985574,422.5670043379,83.6491272785,-109.1132629663,133.3923847415,-74.1846933961,177.861424163,316.9612120837,167.0978842303,414.1454794444,-456.9198233075,-451.4699927531,143.8321778551,387.4182486907,338.5126888752,382.7684875578,189.9772919714,-51.6484361142,-55.2622624673,207.1581925266,-292.2526719049,109.3449206091,-239.9145532399
-243.8942682929,-130.9651951306,-132.0316712372,-56.2956039794,-160.2126089856,306.6834378988,428.5470773466,-409.263768699,-496.1598142982,42.0011207461,-87.1593779884,112.3373792507,54.3378582224,256.3874823973,104.4225702062,30.1421862096,-400.2722268924,-375.3166003153,53.8994767703,-111.4895865321,194.52219503,334.5373044722,-431.5172047354,490.3405471705,153.5840448923,287.0476203971,409.3621727079,150.043818634,-213.5351309553,115.0562763214,-249.1590525024,383.8065555319,-363.2142581046,457.9651067033,19.555860199,-324.6535686776
-452.52739219,372.1198346466,218.0677303113,64.3489616923,-486.9964206591,51.1580836028,-186.0845745541,476.5579253435,-490.9411086701,-247.2133473493,85.2730781771,184.6295031719,68.0651678704,-28.7191569805,317.1323165298,42.8503104486,185.1719571278,185.0888081826,-212.3955129646,268.6158549041,-373.3206121251,-399.5269951411,149.7934502549,-421.4764796197,244.8076452129,482.0989212021,-363.4236697108,-61.6157599725,423.9255730063,-82.8872527927,-86.0544228926,-316.6823168285,-479.6975022182,-275.919622276,-381.0898386873,23.0821124278
-58.932332322,-475.7058839314,-188.7910445221,-11.082847137,-269.4080052897,59.6568998881,-346.4792012237,-275.9337653406,381.2076738104,-42.6193717867,-303.7780397572,402.4873366579,-395.3257268295,-239.4900037907,-108.4916717373,-419.523824472,63.0827290006,231.4307196066,-343.8898478635,243.3281801641,-383.270164486,378.3463966101,-132.1052992716,-293.7619793229,-257.5848656707,-228.8354295306,-37.0619986206,98.992805928,-227.9060804285,-417.4916325137,218.1329876184,161.1285232939,87.0961742476,-174.5948265307,-415.2469541878,-55.5583704263
230.4717232473,-461.7416653782,-492.1697122045,103.6470402032,-4.1905804537,-431.0818053782,-191.9024521485,-304.5108485967,86.1691650935,245.1623128727,442.998283077,472.1510554664,442.7968314849,86.3541448489,354.1170638055,-354.5019370504,-114.0548670664,79.8522345722,76.5109923668,-79.7467790544,-304.1122783907,-215.0613791309,463.4031760506,417.187422514,-330.9826296754,174.9443677254,289.9936428294,-76.8387843855,-429.4458548538,303.5180233419,227.424595505,325.1823452301,339.682740625,47.8282556869,-150.5023827776,-493.5446083546
-4.232564941,-136.7150843143,229.5807716437,-435.9652749263,-268.3751848526,418.269994203,-136.2002436072,-117.4914585426,321.0592670366,43.1075100787,-492.0738567598,-285.3105003014,-213.5768858716,413.2813974284,20.4537259415,-234.2240284197,396.7564296909,285.3208323941,387.2361928225,278.6997104995,106.0404591262,222.001277376,175.4745081998,200.064600911,485.752989538,50.5028800108,-198.0913509615,-321.3332467712,352.1229135804,129.8152143136,-195.68810286,70.0576133095,458.3113533445,-161.0768395476,-218.4396241792,-314.7613755427
-194.4372970611,92.3506855033,137.9758901894,-39.2085937783,21.1679739878,-229.8571090214,-208.429208491,-69.7048264556,470.9851285443,-152.9369573109,-411.4388078451,-52.0427599549,317.3369430006,482.007406652,98.4912849963,343.0316159502,332.3758719489,241.2863592617,299.8459129594,-489.7346310318,30.0563294441,156.7331142724,213.4567149915,-432.9855544493,-188.2131043822,-297.642910853,-484.4011231326,-329.6763668768,129.3032341637,199.4615136646,349.6656343341,-169.6770973504,237.0274174027,-280.1899444312,-152.3943347856,-291.5820218623
380.9601916,-202.0528838038,97.1842403524,375.5322755314,-429.0382908657,153.4459749237,-33.4943439811,60.56435965,-94.8029751889,-353.600829374,30.8618559502,-304.782890249,-486.0348878428,211.6401344538,35.7453338802,-228.1692828983,158.8644552976,34.9053428508,-345.8985197358,483.5800062865,-470.8266449161,-183.4208765067,245.331028942,278.6092613824,-414.1378528439,-414.892074652,-91.09801054,-84.2599458992,-156.9074750878,-143.9311155118,-50.2556203865,353.7916843779,176.8460217863,251.0934597813,127.7844216675,-327.2201218642
411.4131797105,-378.6814725026,-499.5074025355,-220.9144108929,91.4983074181,-187.9425952211,248.8045608625,-341.7397239245,380.4612383246,412.0394126512,146.4155665599,-193.5677691363,-293.4934752993,255.1622600295,-487.8897746094,36.5582350641,434.2609220184,-376.6763242893,201.0186347179,-479.8008096404,-12.2074689716,-170.9271883592,226.7478220165,-49.3496814743,-420.093011111,496.7628819868,93.7653528526,-85.7099588029,472.7256414481,99.8634300195,404.6730315313,339.6480260417,464.380253572,-161.0706676729,-114.708926063,87.0826737955
-401.4969239943,41.199198924,434.940550942,45.8469986916,-449.488718994,443.1002633646,186.133749783,349.9379730783,407.5201791711,191.6584311984,203.2585651614,166.7101709172,-102.152176667,128.3698710613,-487.5721549615,374.7916584834,123.4109774232,168.3024303056,-341.0486229695,-4.2050052434,326.4807537198,162.034236826,309.4235155731,481.032572221,-285.5510036461,-255.7166018523,171.0745794699,250.4624016583,-478.4094556235,372.2795047797,-98.3563405462,-75.0124161132,266.3257117383,136.2431831658,-160.815553274,172.9987780564
-409.5319397748,-3.311086446,350.5739881657,97.0257576555,-288.0864115432,131.6828518175,193.6954394914,439.2569609918,-408.249260392,-445.3186909668,-471.2386513129,-108.0123907886,-364.2489169724,68.4535065666,498.0893130414,387.0920981281,-143.09981931,-78.6603502929,-44.5040757768,20.0019842014,173.3525418676,-463.8235606253,-482.5831465423,225.0561993569,-480.4517338052,47.7100880817,-136.5453251638,82.722817082,322.39125669,429.8576251604,-382.8866523691,-175.9654502384,-451.3196214102,-328.8766606711,-430.0345596857,409.155908972
-316.6307918727,386.2824295647,248.8006306812,-407.7942804433,201.5293100849,103.1200867146,139.3021326512,250.9484719485,-309.0260843746,198.6014097929,-106.1001433991,-225.1070258208,-373.7808181904,-134.210338816,326.8383811228,172.6780016907,199.1796791554,-387.1269640513,-442.8839264438,449.8487063684,-392.7846332081,468.6705106869,-54.7193037346,332.6656171121,111.03331903,136.997718364,-479.3424708769,-308.9078660123,185.4974264279,-344.7486613877,-190.7507283613,52.5108515285,-450.1140364446,-66.6101337411,483.4856055677,-57.4195268564
-49.9844118021,-88.0056368187,-110.7347877696,-119.5749975741,303.0187492259,-163.8754759915,-255.1223589107,158.5157033987,173.4321760014,-125.4126746207,189.1805804335,-441.9792611152,-345.4411090352,171.281655319,-269.2137993872,323.6755048856,14.2170586623,-53.8910380565,253.326876089,-335.1876768284,-499.2831642739,-452.1419466473,-149.696927052,43.7497785315,302.5320339948,-344.0983686596,-261.2808421254,-347.1117336303,93.094071839,-367.9299601354,201.1610381305,-86.4266529679,427.2468043491,-262.9520474002,-435.0587995723,-33.2439034246
269.7187955491,163.8028179295,33.9661366306,-131.1374702491,-27.4595897645,486.6785262711,-394.0012389794,21.1773025803,-73.0714537203,-111.9193364866,-28.2852933742,-390.9220485948,-226.8698792905,-2.0590974018,392.7538646385,14.2099661753,-173.0944681913,-198.7243322656,40.1499704458,-199.4424904697,-29.9349715933,-117.0638902113,-492.7997840568,-485.970587004,292.344333604,431.2210828066,-467.2539816238,-137.6688950695,198.8834021613,-366.6544053704,-360.5900160037,-436.3978831097,460.7790717855,313.8670180924,162.9794486798,195.5991503783
434.9258509465,-201.2158259749,165.6151772477,494.2892105319,-481.2308093533,-46.2126540951,303.9261740632,87.2137723491,-198.1235337444,137.7707207575,-487.491236534,-265.2123286389,-423.605596181,460.7455832884,-248.9741533063,491.4073445834,83.248172421,152.0384442993,310.1384402253,496.771206148,233.669529669,283.7908882648,-326.5347997658,-70.3783063218,151.809011586,454.0628269315,433.9397037402,224.6080702171,-12.1581908315,-342.7094877698,81.6402845085,128.2662856393,-228.5323441029,56.8947875872,230.6993366219,363.7563227676
-347.4764851853,-37.2853162698,345.6930737011,63.4963130578,182.5379729271,-84.2836727388,444.3155317567,-388.8503741473,-408.2374237478,-246.3802108541,87.7981595695,-376.3275151141,63.4544449858,478.8612863049,221.6465868987,214.1916542314,-80.8617435396,-43.3203894645,-85.7821558602,259.3096988276,218.1141371839,-155.6907305494,305.894350633,166.3573961705,-31.2373475172,-6.0960524715,-456.3500238583,125.1493557356,385.2267409675,-494.1576314159,-307.3111609556,21.3193274103,313.9398647472,387.3131764121,-427.4370968342,64.7140755318
-350.5281172693,-326.065775007,-187.4791816808,37.3959359713,-486.4999246784,395.7660361193,-360.2239321917,-283.6272525601,76.7679153942,238.3585432544,92.042255681,-45.804135967,169.8903562501,347.222737968,-227.436341811,477.4053157307,-248.8508643582,-436.4753034897,159.5747452229,-27.251876425,-22.2833752632,483.3156894892,86.8009412661,-136.5755479783,-425.232026726,125.3274008632,377.6312009431,-152.3988801055,-367.9752121679,440.6101261266,334.397170227,213.2465355098,34.5278955065,310.3439603001,-49.0528945811,-431.9956954569
448.346988298,367.8397461772,282.6207918115,7.6541006565,-357.5262930244,55.5942533538,372.6204647683,-367.8418104537,-317.3072608188,16.8688483536,-485.2616754361,207.021061331,402.9833236709,-59.2719959095,-184.4318020158,254.7059906647,-156.408992596,234.0641282499,-84.1907593422,5.9109902941,346.0178314708,-478.2998487353,214.4424747676,134.6790096723,-449.8794712126,-124.27227851,355.8180220425,233.5031661205,487.7187274396,88.6598080397,105.3983294405,429.7276441939,432.5232431293,418.1545712054,-76.1145655997,-257.5007169507
185.4521064088,-106.442223303,25.5560260266,-479.8664576374,-115.5533543788,-105.2240356803,499.6354104951,372.3520142958,120.311095845,68.592720665,-162.1393328533,-75.7646206766,-375.976392068,-35.2205159143,48.79266629,58.3466300741,-368.183975108,-68.068608176,-29.0942331776,13.2266692817,300.6346342154,-233.6964760907,263.3284274489,-239.1138928942,212.8041679971,-400.3428942524,436.9770796038,273.7842341885,491.6300615296,-173.5481116921,176.8893459812,-20.7567969337,140.5176855624,-319.2537403665,302.3870736361,219.5528806187
25.2701900899,-283.9110475034,307.0263019763,191.063631326,206.4571036026,-75.454222504,-159.1143030673,-234.0889847837,-333.5651792586,-229.9664965831,-46.9059585594,-348.4419612214,-264.0410619788,261.8731688708,302.3551739752,-316.5847188793,160.6312305667,-270.9026960656,-61.610981822,-495.7680515945,-373.6431156285,180.1566202194,-107.6786504127,244.9255837128,464.2912899144,343.7171378173,-146.0581016727,201.4879570343,408.0993644893,-73.9739211276,-279.6890577301,266.0084534436,-195.916977711,223.3579903841,-22.2499533556,45.0376905501
-51.5306591988,-75.7856438868,270.6865146756,428.2581843436,-264.6884727292,380.8406819589,-210.6514223851,-418.4537623078,47.6175313815,307.8542151488,105.8003287762,186.1304831691,295.035992749,-330.0636447966,-379.6767666936,-227.4168776348,-195.4602752812,-100.8442682214,110.3871264495,276.4390134253,110.5047147721,252.7459524572,-98.7711609341,-46.8986798078,-226.1079833843,-196.8745961785,128.6643994972,462.5672693364,368.1032704189,-288.3272748441,83.493352402,272.7783867158,-413.6484195478,-188.9866646379,-298.8701355644,-110.3668562137
64.2506661825,-139.0490550548,2.5345189497,-402.3360796273,-62.4895314686,-261.5519687533,96.0630285554,-468.6744050123,-10.7247964479,-251.6500707716,-482.7375141904,-369.4008626044,479.703229852,372.1917900257,427.421787288,-322.0137916505,-85.7948777266,45.4932907596,-394.2579338327,-293.0930987932,-15.7097978517,-34.568704199,3.7921690382,-265.0110321119,-40.4148665257,-252.6581003331,-424.690362066,229.0853452869,237.4039422721,48.0635375716,-196.119745262,-184.5562397502,163.2809862494,263.5410851799,335.0245938636,-241.644398775
-317.4081887119,320.573748555,-117.001613602,-446.1168120615,114.7401034832,436.9240528904,382.56426109,-242.4569530413,25.9922510013,-148.2333047315,-357.1498701349,382.1337604895,-477.8805486858,261.6184107028,20.6346423365,-193.5621756129,-199.4831277989,287.0734357275,-156.7595680244,341.9428993948,34.3167171814,-238.9301513322,300.9486030787,43.1782123633,-303.7805594504,360.1388526149,-146.297369618,180.1115986891,135.6444903649,-223.0454618111,274.9255076051,-326.9876167178,319.1271773539,-429.5238014311,-6.5301004797,248.605099041
305.9054408222,352.7502063662,-327.2749297321,490.2573442087,-244.8081350885,-490.3244357556,117.208330892,-79.5778674074,-465.2142249979,144.5207321085,-40.0504083373,-127.2093248554,-7.119926624,335.3970875032,18.8562045805,-83.7655547075,152.3252883926,131.12711953,-146.4971201494,-177.095585037,-445.4951900989,-437.6595653594,255.6854928844,306.0848214664,367.6006933674,264.8602160625,-494.3426512182,-416.9389796443,-493.4302321635,-81.9119210355,306.3464281149,-235.5763618834,-331.9121054374,-446.7547703534,392.5750860944,9.4789746217
313.1304546259,-216.442738194,246.9013920054,-328.2987200655,283.4132025018,325.7005792111,49.6412632056,320.7149971277,256.9631473161,-220.3771336935,121.5162007138,322.7902608924,135.9212570824,428.5727599636,22.3839748651,207.469645422,-57.6638565399,-156.4334039576,-176.2176272459,310.3414112702,-91.8944398873,-469.8479911312,264.8132927716,-282.9824024811,-85.2368022315,425.0681404956,120.244548656,-49.8658837751,-95.9050846286,123.2458092272,392.3205593601,-268.3518514968,-189.5662946627,-40.7119658776,-246.0069097579,361.8696872145
-56.1602408998,114.8346709088,26.3187750243,339.6559515968,-402.4149412289,-387.9164708778,287.874833215,312.3280107975,296.8838308007,-273.4494968317,134.3085216358,323.3280973509,175.3386198543,-83.8108235039,391.4926270954,-183.4094300866,437.7110116184,-391.0203911364,120.287023019,-335.9992643818,-139.6351819858,151.4991847798,246.8036930077,29.6742245555,-265.3037505224,39.8668060079,41.4128000848,24.9352622777,86.9572097436,489.8287532851,-448.1357904151,181.7708988674,23.5025999136,8.2008452155,-168.3904863894,-138.9021514915
471.5427081101,218.3028091677,15.3193022124,471.5163172223,-225.2488420345,242.7140763029,295.4862359911,237.1745281853,192.300979048,2.5602779351,30.5951884948,213.33718393,-441.9441060163,245.41063793,-383.4024760872,154.5853144489,115.3850657865,276.8054902554,269.8808009736,-113.3720111102,-443.3877030388,-17.1245294623,188.037105836,339.6431696601,382.7590486035,31.3367871568,-322.6140979677,-175.143155735,368.9841041341,-484.1550164856,-193.3619496413,165.7147789374,168.29481069,-469.1115031019,-357.0323917083,356.5936763771
269.9255733751,-360.8822594397,-348.1333139353,-76.6061213799,480.9212815017,-156.0141248629,-129.3938779272,277.0965774544,162.183356937,-184.3147771433,221.5430228971,473.5914780758,-348.0203598738,-178.1872091815,207.5778050348,-239.825242199,257.156397216,27.5739352219,435.1334027015,287.1065218933,399.3196203373,364.866047632,303.6693185568,-229.7567264177,478.7012124434,-468.7148039229,310.2907119319,56.0017805547,221.9301331788,-20.2460135333,-274.7456999496,349.0227102302,24.6974835172,90.6095802784,-124.7796388343,-171.3869515806
499.5073555037,220.1317735016,-245.2771221288,-372.5896244869,-113.8177537359,65.0159823708,-276.3798716478,-116.5010347031,-32.8872539103,263.9271849766,-175.7961190306,394.6299902163,-453.7474322133,-133.0928467214,108.528024517,30.5128195323,-171.0379687138,364.8624015041,242.388847284,-170.6378874369,89.0284255147,300.7522351109,-257.1782250889,-394.427168183,-137.4148260802,469.0209073015,-165.6034006737,-296.3525061496,203.4307378344,60.4162882082,416.5603010915,128.9876182564,-105.0950428471,-332.382040564,-344.9544468895,350.612341892
